Year,Recipient_Code,Source_Code, Disbursement ,,,,,,CFLI
2017,BJ ,1030," 242,037.68 ",,,,,,
2017,BO ,1030," 346,037.31 ",,,,,,
2017,BR ,1030," 2,047,787.71 ",,,,,,
2017,BT ,1030," 66,325.26 ",,,,,,
2017,BW ,1030," 173,431.44 ",,,,,,
2017,BY ,1030," 310,347.09 ",,,,,,
2017,BZ ,1030," 98,928.67 ",,,,,,
2017,CD ,1030," 365,761.92 ",,,,,,
2017,CF ,1030," 22,183.60 ",,,,,,
2017,CG ,1030," 149,966.69 ",,,,,,
2017,CI ,1030," 248,889.75 ",,,,,,
2017,CK ,1030," 75,332.73 ",,,,,,
2017,CL ,1030," 389,164.09 ",,,,,,
2017,CM ,1030," 355,196.05 ",,,,,,
2017,CN ,1030," 4,430,602.18 ",,,,,,
2017,CO ,1030," 1,014,047.32 ",,,,,,
2017,CR ,1030," 296,367.17 ",,,,,,
2017,CU ,1030," 200,247.41 ",,,,,,
2017,CV ,1030," 116,155.52 ",,,,,,
2017,DJ ,1030," 107,028.32 ",,,,,,
2017,DM ,1030," 96,745.38 ",,,,,,
2017,DO ,1030," 83,301.43 ",,,,,,
2017,DZ ,1030," 163,228.49 ",,,,,,
2017,EC ,1030," 445,529.26 ",,,,,,
2017,EG ,1030," 290,089.60 ",,,,,,
2017,ER ,1030," 114,400.26 ",,,,,,
2017,ET ,1030," 120,429.68 ",,,,,,
2017,FJ ,1030," 123,805.68 ",,,,,,
2017,FM ,1030," 76,238.52 ",,,,,,
2017,GA ,1030," 23,083.79 ",,,,,,
2017,GD ,1030," 49,283.32 ",,,,,,
2017,GE ,1030," 128,926.87 ",,,,,,
2017,GH ,1030," 188,285.70 ",,,,,,
2017,GM ,1030," 134,892.56 ",,,,,,
2017,GN ,1030," 43,041.60 ",,,,,,
2017,GQ ,1030," 56,944.95 ",,,,,,
2017,GT ,1030," 246,937.70 ",,,,,,
2017,GW ,1030," 58,844.81 ",,,,,,
2017,GY ,1030," 152,202.32 ",,,,,,
2017,HN ,1030," 235,609.90 ",,,,,,
2017,HT ,1030," 35,167.59 ",,,,,,
2017,ID ,1030," 1,397,387.63 ",,,,,,
2017,IN ,1030," 2,185,701.49 ",,,,,,
2017,IQ ,1030," 74,960.87 ",,,,,,
2017,IR ,1030," 30,886.76 ",,,,,,
2017,JM ,1030," 128,022.13 ",,,,,,
2017,JO ,1030," 162,225.48 ",,,,,,
2017,KE ,1030," 425,009.64 ",,,,,,
2017,KG ,1030," 181,215.47 ",,,,,,
2017,KH ,1030," 139,314.33 ",,,,,,
2017,KI ,1030," 80,441.16 ",,,,,,
2017,KM ,1030," 91,353.04 ",,,,,,
2017,KV ,1030," 27,093.62 ",,,,,,
2017,KZ ,1030," 582,518.46 ",,,,,,
2017,LA ,1030," 173,036.50 ",,,,,,
2017,LB ,1030," 97,673.29 ",,,,,,
2017,LC ,1030," 80,903.73 ",,,,,,
2017,LK ,1030," 262,392.87 ",,,,,,
2017,LR ,1030," 54,213.50 ",,,,,,
2017,LS ,1030," 56,896.67 ",,,,,,
2017,LY ,1030," 64,579.42 ",,,,,,
2017,MA ,1030," 468,972.06 ",,,,,,
2017,MD ,1030," 136,559.96 ",,,,,,
2017,ME ,1030," 80,021.10 ",,,,,,
2017,MG ,1030," 385,465.64 ",,,,,,
2017,ML ,1030," 134,915.00 ",,,,,,
2017,MM ,1030," 270,128.30 ",,,,,,
2017,MN ,1030," 181,050.55 ",,,,,,
2017,MR ,1030," 286,620.85 ",,,,,,
2017,MU ,1030," 132,149.58 ",,,,,,
2017,MV ,1030," 63,155.30 ",,,,,,
2017,MW ,1030," 92,639.96 ",,,,,,
2017,MX ,1030," 1,756,372.42 ",,,,,,
2017,MY ,1030," 532,495.32 ",,,,,,
2017,MZ ,1030," 175,416.24 ",,,,,,
2017,NA ,1030," 202,500.60 ",,,,,,
2017,NE ,1030," 78,601.69 ",,,,,,
2017,NG ,1030," 301,878.99 ",,,,,,
2017,NI ,1030," 119,225.66 ",,,,,,
2017,NP ,1030," 157,073.57 ",,,,,,
2017,NR ,1030," 42,987.22 ",,,,,,
2017,NU ,1030," 79,571.77 ",,,,,,
2017,PA ,1030," 172,949.61 ",,,,,,
2017,PE ,1030," 663,324.98 ",,,,,,
2017,PG ,1030," 235,460.35 ",,,,,,
2017,PH ,1030," 552,325.68 ",,,,,,
2017,PK ,1030," 530,249.29 ",,,,,,
2017,PW ,1030," 98,124.31 ",,,,,,
2017,PY ,1030," 237,329.48 ",,,,,,
2017,R10,1030," 3,224,557.87 ",,,,,,
2017,R20,1030," 1,846,279.48 ",,,,,,
2017,R30,1030," 1,746,808.66 ",,,,,,
2017,R34,1030," 132,276.62 ",,,,,,
2017,R40,1030," 254,286.80 ",,,,,,
2017,R90,1030," 9,633,656.32 ",,,,,,
2017,RS ,1030," 168,973.42 ",,,,,,
2017,SB ,1030," 92,277.45 ",,,,,,
2017,SC ,1030," 95,465.21 ",,,,,,
2017,SD ,1030," 277,226.89 ",,,,,,
2017,SL ,1030," 49,511.15 ",,,,,,
2017,SN ,1030," 206,352.26 ",,,,,,
2017,SO ,1030," 5,418.76 ",,,,,,
2017,SR ,1030," 87,214.54 ",,,,,,
2017,SS ,1030," 24,926.19 ",,,,,,
2017,ST ,1030," 138,343.92 ",,,,,,
2017,SV ,1030," 58,713.78 ",,,,,,
2017,SZ ,1030," 87,620.86 ",,,,,,
2017,TD ,1030," 40,505.06 ",,,,,,
2017,TG ,1030," 16,570.34 ",,,,,,
2017,TH ,1030," 547,655.93 ",,,,,,
2017,TJ ,1030," 119,290.36 ",,,,,,
2017,TL ,1030," 68,737.92 ",,,,,,
2017,TM ,1030," 111,224.85 ",,,,,,
2017,TN ,1030," 241,012.57 ",,,,,,
2017,TO ,1030," 93,848.45 ",,,,,,
2017,TR ,1030," 628,822.76 ",,,,,,
2017,TV ,1030," 67,130.10 ",,,,,,
2017,TZ ,1030," 402,249.26 ",,,,,,
2017,UA ,1030," 669,842.65 ",,,,,,
2017,UG ,1030," 155,553.37 ",,,,,,
2017,UY ,1030," 155,756.65 ",,,,,,
2017,UZ ,1030," 290,881.60 ",,,,,,
2017,VE ,1030," 260,210.15 ",,,,,,
2017,VN ,1030," 633,306.95 ",,,,,,
2017,VU ,1030," 98,672.55 ",,,,,,
2017,WS ,1030," 80,706.70 ",,,,,,
2017,YE ,1030," 144,108.28 ",,,,,,
2017,ZA ,1030," 870,723.65 ",,,,,,
2017,ZM ,1030," 213,750.21 ",,,,,,
2017,ZW ,1030," 94,735.39 ",,,,,,
2017,AF ,1033," 61,922.80 ",,,,,,
2017,AL ,1033," 8,826.01 ",,,,,,
2017,AM ,1033," 8,852.48 ",,,,,,
2017,AO ,1033," 76,510.80 ",,,,,,
2017,AZ ,1033," 10,698.09 ",,,,,,
2017,BA ,1033," 11,388.13 ",,,,,,
2017,BD ,1033," 197,434.82 ",,,,,,
2017,BF ,1033," 40,613.71 ",,,,,,
2017,BI ,1033," 30,040.61 ",,,,,,
2017,BJ ,1033," 31,086.33 ",,,,,,
2017,BT ,1033," 47,952.08 ",,,,,,
2017,BW ,1033," 22,610.18 ",,,,,,
2017,BY ,1033," 18,369.12 ",,,,,,
2017,CD ,1033," 62,960.28 ",,,,,,
2017,CF ,1033," 68,016.75 ",,,,,,
2017,CG ,1033," 36,026.89 ",,,,,,
2017,CI ,1033," 31,314.84 ",,,,,,
2017,CK ,1033," 6,327.10 ",,,,,,
2017,CM ,1033," 42,402.61 ",,,,,,
2017,CN ,1033," 95,196.30 ",,,,,,
2017,CV ,1033," 20,427.36 ",,,,,,
2017,DJ ,1033," 17,966.17 ",,,,,,
2017,DZ ,1033," 33,984.31 ",,,,,,
2017,EG ,1033," 55,021.97 ",,,,,,
2017,ER ,1033," 27,916.17 ",,,,,,
2017,ET ,1033," 75,566.08 ",,,,,,
2017,FJ ,1033," 57,090.73 ",,,,,,
2017,FM ,1033," 12,584.68 ",,,,,,
2017,GA ,1033," 39,792.28 ",,,,,,
2017,GE ,1033," 11,384.58 ",,,,,,
2017,GH ,1033," 28,972.89 ",,,,,,
2017,GM ,1033," 21,505.27 ",,,,,,
2017,GN ,1033," 40,579.68 ",,,,,,
2017,GQ ,1033," 13,354.68 ",,,,,,
2017,GW ,1033," 19,013.70 ",,,,,,
2017,ID ,1033," 119,591.13 ",,,,,,
2017,IN ,1033," 204,312.32 ",,,,,,
2017,IQ ,1033," 27,384.96 ",,,,,,
2017,IR ,1033," 29,007.04 ",,,,,,
2017,JO ,1033," 11,052.87 ",,,,,,
2017,KE ,1033," 43,345.66 ",,,,,,
2017,KG ,1033," 25,410.55 ",,,,,,
2017,KH ,1033," 37,483.38 ",,,,,,
2017,KI ,1033," 14,050.48 ",,,,,,
2017,KM ,1033," 25,988.72 ",,,,,,
2017,KP ,1033," 94,336.61 ",,,,,,
2017,KZ ,1033," 19,936.50 ",,,,,,
2017,LA ,1033," 27,218.43 ",,,,,,
2017,LB ,1033," 13,406.19 ",,,,,,
2017,LK ,1033," 73,304.06 ",,,,,,
2017,LR ,1033," 68,006.43 ",,,,,,
2017,LS ,1033," 18,722.05 ",,,,,,
2017,LY ,1033," 9,054.61 ",,,,,,
2017,MA ,1033," 22,646.99 ",,,,,,
2017,MD ,1033," 27,357.51 ",,,,,,
2017,ME ,1033," 3,828.63 ",,,,,,
2017,MG ,1033," 26,008.88 ",,,,,,
2017,MH ,1033," 3,342.66 ",,,,,,
2017,MK ,1033," 21,298.12 ",,,,,,
2017,ML ,1033," 33,507.58 ",,,,,,
2017,MM ,1033," 110,188.82 ",,,,,,
2017,MN ,1033," 29,266.91 ",,,,,,
2017,MR ,1033," 33,491.39 ",,,,,,
2017,MU ,1033," 10,397.34 ",,,,,,
2017,MV ,1033," 39,466.76 ",,,,,,
2017,MW ,1033," 25,235.58 ",,,,,,
2017,MY ,1033," 12,850.60 ",,,,,,
2017,MZ ,1033," 44,368.64 ",,,,,,
2017,NA ,1033," 31,327.53 ",,,,,,
2017,NE ,1033," 33,149.89 ",,,,,,
2017,NG ,1033," 67,998.34 ",,,,,,
2017,NP ,1033," 83,211.55 ",,,,,,
2017,NR ,1033, 346.44 ,,,,,,
2017,NU ,1033, 941.29 ,,,,,,
2017,PG ,1033," 45,733.61 ",,,,,,
2017,PH ,1033," 36,361.44 ",,,,,,
2017,PK ,1033," 54,628.33 ",,,,,,
2017,PS ,1033," 21,086.69 ",,,,,,
2017,PW ,1033, 794.27 ,,,,,,
2017,R10,1033," 1,005,930.93 ",,,,,,
2017,R20,1033," 910,205.16 ",,,,,,
2017,R31,1033," 730,680.21 ",,,,,,
2017,R33,1033," 577,772.76 ",,,,,,
2017,R35,1033," 463,064.51 ",,,,,,
2017,R40,1033," 479,190.80 ",,,,,,
2017,R90,1033," 5,335,101.03 ",,,,,,
2017,RS ,1033," 35,290.27 ",,,,,,
2017,RW ,1033," 44,297.76 ",,,,,,
2017,SB ,1033," 25,235.63 ",,,,,,
2017,SC ,1033," 17,105.51 ",,,,,,
2017,SD ,1033," 49,343.20 ",,,,,,
2017,SH ,1033, 148.61 ,,,,,,
2017,SL ,1033," 38,322.22 ",,,,,,
2017,SN ,1033," 32,396.32 ",,,,,,
2017,SO ,1033," 12,985.93 ",,,,,,
2017,SS ,1033," 40,032.47 ",,,,,,
2017,ST ,1033," 20,098.36 ",,,,,,
2017,SY ,1033," 7,180.00 ",,,,,,
2017,SZ ,1033," 24,111.20 ",,,,,,
2017,TD ,1033," 39,258.84 ",,,,,,
2017,TG ,1033," 23,143.95 ",,,,,,
2017,TH ,1033," 79,127.22 ",,,,,,
2017,TJ ,1033," 27,181.58 ",,,,,,
2017,TK ,1033," 1,707.87 ",,,,,,
2017,TL ,1033," 36,381.86 ",,,,,,
2017,TM ,1033," 20,561.53 ",,,,,,
2017,TN ,1033," 15,017.93 ",,,,,,
2017,TO ,1033," 17,608.95 ",,,,,,
2017,TR ,1033," 26,245.45 ",,,,,,
2017,TV ,1033," 1,564.82 ",,,,,,
2017,TZ ,1033," 40,706.82 ",,,,,,
2017,UA ,1033," 36,252.58 ",,,,,,
2017,UG ,1033," 43,985.47 ",,,,,,
2017,UZ ,1033," 19,932.55 ",,,,,,
2017,VN ,1033," 49,072.51 ",,,,,,
2017,VU ,1033," 22,139.70 ",,,,,,
2017,WS ,1033," 31,154.01 ",,,,,,
2017,YE ,1033," 31,049.84 ",,,,,,
2017,ZA ,1033," 41,733.82 ",,,,,,
2017,ZM ,1033," 36,670.83 ",,,,,,
2017,ZW ,1033," 64,528.34 ",,,,,,
2017,AF ,1040," 665,178.88 ",,,,,,
2017,AM ,1040," 290,239.81 ",,,,,,
2017,AO ,1040," 1,211,784.70 ",,,,,,
2017,AZ ,1040," 391,729.36 ",,,,,,
2017,BA ,1040," 47,237.99 ",,,,,,
2017,BD ,1040," 2,191,336.00 ",,,,,,
2017,BF ,1040," 2,994,386.69 ",,,,,,
2017,BI ,1040," 1,398,104.78 ",,,,,,
2017,BJ ,1040," 1,366,606.96 ",,,,,,
2017,BO ,1040," 487,026.64 ",,,,,,
2017,BT ,1040," 74,034.41 ",,,,,,
2017,BW ,1040," 355,379.61 ",,,,,,
2017,BY ,1040," 503,821.75 ",,,,,,
2017,CD ,1040," 12,487,077.88 ",,,,,,
2017,CF ,1040," 1,059,984.50 ",,,,,,
2017,CG ,1040," 276,163.91 ",,,,,,
2017,CI ,1040," 5,385,341.93 ",,,,,,
2017,CM ,1040," 2,106,856.51 ",,,,,,
2017,CO ,1040," 183,237.19 ",,,,,,
2017,CR ,1040," 104,832.55 ",,,,,,
2017,CU ,1040," 375,022.17 ",,,,,,
2017,CV ,1040," 15,050.14 ",,,,,,
2017,DJ ,1040," 542,688.38 ",,,,,,
2017,DO ,1040," 364,304.93 ",,,,,,
2017,EC ,1040," 120,727.48 ",,,,,,
2017,EG ,1040," 46,536.52 ",,,,,,
2017,ER ,1040," 1,034,658.48 ",,,,,,
2017,ET ,1040," 9,552,555.16 ",,,,,,
2017,FJ ,1040," 49,913.84 ",,,,,,
2017,GA ,1040," 74,196.98 ",,,,,,
2017,GE ,1040," 463,193.89 ",,,,,,
2017,GH ,1040," 3,955,882.65 ",,,,,,
2017,GM ,1040," 613,251.53 ",,,,,,
2017,GN ,1040," 3,145,293.93 ",,,,,,
2017,GT ,1040," 771,746.76 ",,,,,,
2017,GW ,1040," 911,511.66 ",,,,,,
2017,GY ,1040," 133,836.36 ",,,,,,
2017,HN ,1040," 428,121.86 ",,,,,,
2017,HT ,1040," 1,277,836.12 ",,,,,,
2017,ID ,1040," 4,587,966.87 ",,,,,,
2017,IN ,1040," 7,832,931.94 ",,,,,,
2017,IQ ,1040," 118,943.98 ",,,,,,
2017,IR ,1040," 319,081.04 ",,,,,,
2017,JM ,1040," 316,815.24 ",,,,,,
2017,JO ,1040," 4,098.67 ",,,,,,
2017,KE ,1040," 6,405,851.65 ",,,,,,
2017,KG ,1040," 626,036.48 ",,,,,,
2017,KH ,1040," 1,417,586.56 ",,,,,,
2017,KM ,1040," 310,751.84 ",,,,,,
2017,KP ,1040," 785,150.69 ",,,,,,
2017,KV ,1040," 110,723.15 ",,,,,,
2017,KZ ,1040," 270,578.59 ",,,,,,
2017,LA ,1040," 821,005.49 ",,,,,,
2017,LK ,1040," 282,903.51 ",,,,,,
2017,LR ,1040," 1,137,422.13 ",,,,,,
2017,LS ,1040," 1,038,080.97 ",,,,,,
2017,MA ,1040," 495,747.24 ",,,,,,
2017,MD ,1040," 459,339.08 ",,,,,,
2017,MG ,1040," 1,310,939.80 ",,,,,,
2017,MK ,1040," 71,637.95 ",,,,,,
2017,ML ,1040," 1,786,193.08 ",,,,,,
2017,MM ,1040," 6,857,083.71 ",,,,,,
2017,MN ,1040," 139,363.88 ",,,,,,
2017,MR ,1040," 304,024.28 ",,,,,,
2017,MU ,1040," 46,608.77 ",,,,,,
2017,MW ,1040," 7,880,363.21 ",,,,,,
2017,MY ,1040," 62,306.80 ",,,,,,
2017,MZ ,1040," 10,961,281.44 ",,,,,,
2017,NA ,1040," 1,496,425.34 ",,,,,,
2017,NE ,1040," 1,324,464.76 ",,,,,,
2017,NG ,1040," 11,661,064.51 ",,,,,,
2017,NI ,1040," 669,696.64 ",,,,,,
2017,NP ,1040," 1,008,252.24 ",,,,,,
2017,PA ,1040," 42,224.09 ",,,,,,
2017,PE ,1040," 582,204.11 ",,,,,,
2017,PG ,1040," 1,201,897.18 ",,,,,,
2017,PH ,1040," 2,296,385.92 ",,,,,,
2017,PK ,1040," 3,904,777.80 ",,,,,,
2017,PY ,1040," 205,337.63 ",,,,,,
2017,R10,1040," 1,729,486.05 ",,,,,,
2017,R20,1040," 148,730.55 ",,,,,,
2017,R22,1040," 149,670.47 ",,,,,,
2017,R25,1040," 109,680.27 ",,,,,,
2017,R31,1040," 244,720.89 ",,,,,,
2017,R33,1040," 288,545.43 ",,,,,,
2017,R35,1040," 1,191,223.30 ",,,,,,
2017,R40,1040," 135,155.02 ",,,,,,
2017,R50,1040," 322,475.23 ",,,,,,
2017,RW ,1040," 4,251,447.66 ",,,,,,
2017,SB ,1040," 197,996.51 ",,,,,,
2017,SD ,1040," 4,952,547.57 ",,,,,,
2017,SL ,1040," 1,656,620.37 ",,,,,,
2017,SN ,1040," 1,428,075.60 ",,,,,,
2017,SO ,1040," 1,449,669.65 ",,,,,,
2017,SR ,1040," 12,376.70 ",,,,,,
2017,SS ,1040," 530,277.36 ",,,,,,
2017,ST ,1040," 199,993.16 ",,,,,,
2017,SV ,1040," 448,791.04 ",,,,,,
2017,SY ,1040," 103,991.99 ",,,,,,
2017,SZ ,1040," 1,931,383.13 ",,,,,,
2017,TD ,1040," 2,553,399.81 ",,,,,,
2017,TG ,1040," 1,282,665.17 ",,,,,,
2017,TH ,1040," 743,430.58 ",,,,,,
2017,TJ ,1040," 613,809.70 ",,,,,,
2017,TL ,1040," 340,630.53 ",,,,,,
2017,TM ,1040," 76,985.43 ",,,,,,
2017,TN ,1040," 46,528.09 ",,,,,,
2017,TZ ,1040," 13,538,403.21 ",,,,,,
2017,UA ,1040," 3,497,273.94 ",,,,,,
2017,UG ,1040," 11,775,623.21 ",,,,,,
2017,UZ ,1040," 1,087,144.00 ",,,,,,
2017,VN ,1040," 2,672,292.01 ",,,,,,
2017,YE ,1040," 334,769.44 ",,,,,,
2017,ZA ,1040," 4,103,623.30 ",,,,,,
2017,ZM ,1040," 5,205,573.59 ",,,,,,
2017,ZW ,1040," 8,701,416.88 ",,,,,,
2017,R10,1041," 5,000,000.00 ",,,,,,
2017,R20,1041," 2,000,000.00 ",,,,,,
2017,R30,1041," 3,000,000.00 ",,,,,,
2017,AG ,1042," 53,300.00 ",,,,,,
2017,BD ,1042," 54,600.00 ",,,,,,
2017,BZ ,1042," 53,300.00 ",,,,,,
2017,CM ,1042," 53,300.00 ",,,,,,
2017,DM ,1042," 53,300.00 ",,,,,,
2017,GD ,1042," 53,300.00 ",,,,,,
2017,GH ,1042," 53,300.00 ",,,,,,
2017,GY ,1042," 53,300.00 ",,,,,,
2017,IN ,1042," 260,000.00 ",,,,,,
2017,JM ,1042," 53,300.00 ",,,,,,
2017,KE ,1042," 53,300.00 ",,,,,,
2017,KI ,1042," 53,300.00 ",,,,,,
2017,KN ,1042," 53,300.00 ",,,,,,
2017,LC ,1042," 53,300.00 ",,,,,,
2017,LK ,1042," 53,300.00 ",,,,,,
2017,LS ,1042," 53,300.00 ",,,,,,
2017,MU ,1042," 53,300.00 ",,,,,,
2017,MV ,1042," 53,300.00 ",,,,,,
2017,MW ,1042," 53,300.00 ",,,,,,
2017,MY ,1042," 53,300.00 ",,,,,,
2017,MZ ,1042," 53,300.00 ",,,,,,
2017,NA ,1042," 53,300.00 ",,,,,,
2017,NG ,1042," 260,000.00 ",,,,,,
2017,NR ,1042," 53,300.00 ",,,,,,
2017,PG ,1042," 53,300.00 ",,,,,,
2017,PK ,1042," 53,300.00 ",,,,,,
2017,R10,1042," 2,017,327.21 ",,,,,,
2017,R20,1042," 2,017,327.21 ",,,,,,
2017,R30,1042," 2,017,327.21 ",,,,,,
2017,R40,1042," 2,017,327.21 ",,,,,,
2017,RW ,1042," 53,300.00 ",,,,,,
2017,SB ,1042," 53,300.00 ",,,,,,
2017,SC ,1042," 53,300.00 ",,,,,,
2017,SL ,1042," 53,300.00 ",,,,,,
2017,SZ ,1042," 53,300.00 ",,,,,,
2017,TO ,1042," 53,300.00 ",,,,,,
2017,TT ,1042," 53,300.00 ",,,,,,
2017,TV ,1042," 53,300.00 ",,,,,,
2017,TZ ,1042," 53,300.00 ",,,,,,
2017,UG ,1042," 53,300.00 ",,,,,,
2017,VC ,1042," 53,300.00 ",,,,,,
2017,VU ,1042," 53,300.00 ",,,,,,
2017,WS ,1042," 53,300.00 ",,,,,,
2017,ZA ,1042," 53,300.00 ",,,,,,
2017,ZM ,1042," 53,300.00 ",,,,,,
2017,R10,1045," 7,954,292.85 ",,,,,,
2017,R20,1045," 7,896,292.85 ",,,,,,
2017,R30,1045," 7,896,292.85 ",,,,,,
2017,R40,1045," 5,982,292.85 ",,,,,,
2017,EC ,1050," 79,112.00 ",,,,,,
2017,HT ,1050," 241,943.00 ",,,,,,
2017,R31,1050," 4,130,709.00 ",,,,,,
2017,CO ,1054," 9,528.76 ",,,,,,
2017,HT ,1054," 16,618,446.49 ",,,,,,
2017,IQ ,1054," 178,070.30 ",,,,,,
2017,JO ,1054," 18,528.82 ",,,,,,
2017,KH ,1054," 303,773.10 ",,,,,,
2017,PH ,1054," 55,984.61 ",,,,,,
2017,PS ,1054," 578,205.49 ",,,,,,
2017,R12,1054," 134,371.51 ",,,,,,
2017,R90,1054," 6,743,133.94 ",,,,,,
2017,UA ,1054," 1,716,474.05 ",,,,,,
2017,CN ,1057," 1,602,480.00 ",,,,,,
2017,MA ,1057," 8,200,000.00 ",,,,,,
2017,R10,1057," 165,500.00 ",,,,,,
2017,R30,1057," 115,500.00 ",,,,,,
2017,R40,1057," 115,500.00 ",,,,,,
2017,R20,1057," 306,080.00 ",,,,,,
2017,R90,1057," 613,580.00 ",,,,,,
2017,AF ,1059," 1,425,000.00 ",,,,,,
2017,AO ,1059," 27,340.00 ",,,,,,
2017,AR ,1059," 982,223.80 ",,,,,,
2017,BD ,1059," 1,681,087.30 ",,,,,,
2017,BF ,1059," 1,624,139.50 ",,,,,,
2017,BJ ,1059," 109,373.90 ",,,,,,
2017,BO ,1059," 637,180.80 ",,,,,,
2017,BR ,1059," 643,079.80 ",,,,,,
2017,BW ,1059," 534,115.00 ",,,,,,
2017,CD ,1059," 210,582.50 ",,,,,,
2017,CG ,1059," 8,380.00 ",,,,,,
